customer_id,total_claims,total_claim_amount,suspicious_claims,high_value_claims,risk_score,risk_level
3441,1,35189.37,1,1,78.518937,Medium
1453,1,35119.11,1,1,78.511911,Medium
4337,1,35105.97,1,1,78.510597,Medium
1334,1,34921.63,1,1,78.492163,Medium
2195,1,34811.28,1,1,78.481128,Medium
4084,1,34762.86,1,1,78.476286,Medium
1960,1,34508.89,1,1,78.450889,Medium
4640,1,34421.77,1,1,78.442177,Medium
2352,1,34414.53,1,1,78.441453,Medium
4713,1,34299.23,1,1,78.429923,Medium
4958,1,34251.24,1,1,78.425124,Medium
2472,1,34238.03,1,1,78.423803,Medium
4465,1,34117.93,1,1,78.411793,Medium
1900,1,34113.21,1,1,78.411321,Medium
1754,1,34053.47,1,1,78.405347,Medium
3832,1,33883.53,1,1,78.388353,Medium
3560,1,33859.86,1,1,78.385986,Medium
2114,1,33815.92,1,1,78.381592,Medium
2070,1,33767.4,1,1,78.37674,Medium
4752,1,33596.4,1,1,78.35964,Medium
4840,1,33363.56,1,1,78.336356,Medium
3352,1,33354.24,1,1,78.335424,Medium
3066,1,32792.72,1,1,78.279272,Medium
4951,1,32773.65,1,1,78.277365,Medium
4360,1,32703.25,1,1,78.270325,Medium
4155,1,32542.75,1,1,78.254275,Medium
1086,1,32522.06,1,1,78.252206,Medium
3995,1,32460.46,1,1,78.246046,Medium
1269,1,32378.39,1,1,78.237839,Medium
4279,1,32367.39,1,1,78.236739,Medium
4235,1,32046.33,1,1,78.204633,Medium
1697,1,31845.22,1,1,78.184522,Medium
2468,1,31802.93,1,1,78.180293,Medium
4250,1,31770.3,1,1,78.17703,Medium
1203,1,31697.03,1,1,78.169703,Medium
3426,1,31628.57,1,1,78.162857,Medium
2422,1,31554.99,1,1,78.155499,Medium
4460,1,31502.96,1,1,78.150296,Medium
1643,1,31476.23,1,1,78.147623,Medium
3199,1,31451.8,1,1,78.14518,Medium
1888,1,31369.09,1,1,78.136909,Medium
3365,1,31346.64,1,1,78.134664,Medium
3370,1,31239.91,1,1,78.123991,Medium
4624,1,31140.77,1,1,78.114077,Medium
1882,1,31049.88,1,1,78.104988,Medium
1376,1,30939.97,1,1,78.093997,Medium
3502,1,30835.4,1,1,78.08354,Medium
1477,1,30763.09,1,1,78.076309,Medium
3460,1,30529.8,1,1,78.05298,Medium
4773,1,30429.26,1,1,78.042926,Medium
1612,1,30320.87,1,1,78.032087,Medium
3889,1,30200.13,1,1,78.020013,Medium
4106,1,30003.28,1,1,78.000328,Medium
3651,2,89790.78,0,2,58.979078,Medium
2385,2,82993.41,0,2,58.299341,Medium
1049,2,78625.54999999999,0,2,57.862555,Medium
4478,2,72927.69,0,2,57.292769,Medium
4654,2,54920.99,1,0,55.492098999999996,Medium
3773,2,53136.54,1,0,55.313654,Medium
2512,2,49221.51,1,0,54.922151,Medium
4625,2,35252.03,1,0,53.525203,Medium
1897,2,32753.23,1,0,53.275323,Medium
4608,2,31012.23,1,0,53.101223,Medium
1948,2,29844.840000000004,1,0,52.984484,Medium
1278,1,29502.31,1,0,52.950231,Medium
2690,1,29469.45,1,0,52.946945,Medium
1497,1,29414.55,1,0,52.941455,Medium
2381,1,29346.64,1,0,52.934664,Medium
3495,1,29111.48,1,0,52.911148,Medium
4849,1,28904.46,1,0,52.890446,Medium
1624,1,28802.22,1,0,52.880222,Medium
1030,1,28615.3,1,0,52.86153,Medium
2607,1,27895.4,1,0,52.78954,Medium
4963,1,27849.73,1,0,52.784973,Medium
1637,1,27431.97,1,0,52.743197,Medium
2132,1,27415.76,1,0,52.741576,Medium
4521,1,26416.14,1,0,52.641614,Medium
2526,1,25921.45,1,0,52.592145,Medium
2473,1,25706.98,1,0,52.570698,Medium
4101,1,25596.98,1,0,52.559698,Medium
3097,1,25573.49,1,0,52.557349,Medium
1785,1,25377.34,1,0,52.537734,Medium
1722,1,25333.58,1,0,52.533358,Medium
1355,1,24473.78,1,0,52.447378,Medium
1396,1,24195.43,1,0,52.419543,Medium
4696,1,23863.99,1,0,52.386399,Medium
1451,1,23743.42,1,0,52.374342,Medium
2661,1,23736.54,1,0,52.373654,Medium
4897,1,23702.88,1,0,52.370288,Medium
3642,1,23669.53,1,0,52.366953,Medium
1907,1,23533.01,1,0,52.353301,Medium
2489,1,23335.3,1,0,52.33353,Medium
3204,1,22923.76,1,0,52.292376,Medium
2262,1,22832.8,1,0,52.28328,Medium
2196,1,22807.33,1,0,52.280733,Medium
4412,1,22324.24,1,0,52.232424,Medium
2639,1,22232.24,1,0,52.223224,Medium
3989,1,22230.83,1,0,52.223083,Medium
1511,1,22075.14,1,0,52.207514,Medium
2665,2,21376.78,1,0,52.137678,Medium
1825,1,21356.53,1,0,52.135653,Medium
1792,1,21332.91,1,0,52.133291,Medium
4142,1,20603.0,1,0,52.0603,Medium
3795,1,20554.81,1,0,52.055481,Medium
4488,2,20458.11,1,0,52.045811,Medium
1357,1,20373.32,1,0,52.037332,Medium
3596,1,20348.26,1,0,52.034826,Medium
1537,1,20198.74,1,0,52.019874,Medium
1097,1,19698.14,1,0,51.969814,Medium
3325,1,19650.56,1,0,51.965056,Medium
3234,1,19368.64,1,0,51.936864,Medium
4493,1,19330.42,1,0,51.933042,Medium
2658,1,18812.23,1,0,51.881223,Medium
3935,1,18519.92,1,0,51.851992,Medium
2478,1,18509.15,1,0,51.850915,Medium
1567,1,17695.99,1,0,51.769599,Medium
1120,1,17096.21,1,0,51.709621,Medium
1816,1,16811.76,1,0,51.681176,Medium
2087,1,16740.2,1,0,51.67402,Medium
1575,1,16641.73,1,0,51.664173,Medium
4617,1,16325.35,1,0,51.632535,Medium
1928,1,15862.56,1,0,51.586256,Medium
4006,1,15633.42,1,0,51.563342,Medium
3255,1,15392.31,1,0,51.539231,Medium
3303,1,15342.33,1,0,51.534233,Medium
3551,1,15254.69,1,0,51.525469,Medium
1173,1,14985.43,1,0,51.498543,Medium
4641,1,14369.28,1,0,51.436928,Medium
4563,1,14306.93,1,0,51.430693,Medium
4054,1,14050.03,1,0,51.405003,Medium
2358,1,13744.17,1,0,51.374417,Medium
4464,1,13493.9,1,0,51.34939,Medium
4306,1,13357.51,1,0,51.335751,Medium
1748,1,12912.02,1,0,51.291202,Medium
3390,1,12703.78,1,0,51.270378,Medium
2005,1,11869.38,1,0,51.186938,Medium
4158,1,11781.15,1,0,51.178115,Medium
1398,1,11613.11,1,0,51.161311,Medium
1249,2,11215.07,1,0,51.121507,Medium
2110,1,10969.24,1,0,51.096924,Medium
1377,1,10936.57,1,0,51.093657,Medium
3009,1,10187.59,1,0,51.018759,Medium
4426,1,10140.49,1,0,51.014049,Medium
2096,1,10043.21,1,0,51.004321,Medium
2517,1,9514.06,1,0,50.951406,Medium
4680,1,9330.24,1,0,50.933024,Medium
2074,2,9013.73,1,0,50.901373,Medium
3275,1,8898.16,1,0,50.889816,Medium
2432,1,8866.05,1,0,50.886605,Medium
3331,1,8763.4,1,0,50.87634,Medium
2282,1,8532.27,1,0,50.853227,Medium
1983,1,8239.88,1,0,50.823988,Medium
3508,1,8235.76,1,0,50.823576,Medium
2254,1,8216.85,1,0,50.821685,Medium
1076,1,8196.04,1,0,50.819604,Medium
1889,1,8112.74,1,0,50.811274,Medium
3884,1,8092.25,1,0,50.809225,Medium
3285,1,7680.72,1,0,50.768072,Medium
1485,1,7620.7,1,0,50.76207,Medium
2846,1,7359.4,1,0,50.73594,Medium
2291,1,7358.25,1,0,50.735825,Medium
4650,1,7346.32,1,0,50.734632,Medium
2542,1,7168.29,1,0,50.716829,Medium
2215,1,6977.76,1,0,50.697776,Medium
2047,1,6866.61,1,0,50.686661,Medium
3641,1,6550.12,1,0,50.655012,Medium
2617,1,6503.8,1,0,50.65038,Medium
1206,1,6306.34,1,0,50.630634,Medium
3798,1,6119.25,1,0,50.611925,Medium
1446,1,5782.43,1,0,50.578243,Medium
2623,1,5177.1,1,0,50.51771,Medium
3363,1,5097.77,1,0,50.509777,Medium
3745,1,5035.39,1,0,50.503539,Medium
1163,1,4818.92,1,0,50.481892,Medium
2584,1,4804.52,1,0,50.480452,Medium
1225,1,4473.93,1,0,50.447393,Medium
2874,1,4411.54,1,0,50.441154,Medium
1868,1,4407.6,1,0,50.44076,Medium
2302,1,3990.94,1,0,50.399094,Medium
4091,1,3194.33,1,0,50.319433,Medium
3103,1,3119.11,1,0,50.311911,Medium
4459,1,3063.61,1,0,50.306361,Medium
1560,1,2939.03,1,0,50.293903,Medium
3628,1,2839.71,1,0,50.283971,Medium
1473,1,2707.81,1,0,50.270781,Medium
1599,1,2430.02,1,0,50.243002,Medium
4479,1,2200.47,1,0,50.220047,Medium
2568,1,2125.95,1,0,50.212595,Medium
4200,1,1869.74,1,0,50.186974,Medium
1501,1,1517.38,1,0,50.151738,Medium
4135,2,73363.02,0,1,32.336302,Low
2080,2,65284.53,0,1,31.528453,Low
1694,2,61399.509999999995,0,1,31.139951,Low
2719,2,55295.8,0,1,30.52958,Low
4358,1,49968.27,0,1,29.996827,Low
4284,1,49925.52,0,1,29.992552,Low
4744,1,49419.1,0,1,29.94191,Low
4966,2,49243.4,0,1,29.92434,Low
3409,1,49123.93,0,1,29.912393,Low
1339,1,49060.02,0,1,29.906002,Low
3260,1,48969.03,0,1,29.896903000000002,Low
3757,2,48892.92999999999,0,1,29.889293,Low
3250,2,48821.33,0,1,29.882133,Low
3155,1,48596.16,0,1,29.859616,Low
3256,1,48582.11,0,1,29.858211,Low
3591,1,48501.3,0,1,29.85013,Low
2450,1,48412.39,0,1,29.841239,Low
1841,1,48337.3,0,1,29.83373,Low
2365,1,48262.2,0,1,29.82622,Low
4423,1,48099.24,0,1,29.809924,Low
1628,1,48001.97,0,1,29.800197,Low
3045,1,47810.57,0,1,29.781057,Low
2631,2,47754.67,0,1,29.775467,Low
1490,1,47721.59,0,1,29.772159,Low
1952,1,47670.32,0,1,29.767032,Low
3851,1,47577.73,0,1,29.757773,Low
3115,1,47575.79,0,1,29.757579,Low
4001,1,47114.45,0,1,29.711444999999998,Low
1248,1,47034.82,0,1,29.703482,Low
4776,1,46985.98,0,1,29.698598,Low
4804,1,46835.13,0,1,29.683512999999998,Low
2959,1,46769.89,0,1,29.676989,Low
2505,2,46656.869999999995,0,1,29.665687,Low
3590,1,46602.35,0,1,29.660235,Low
4812,1,46578.33,0,1,29.657833,Low
3706,1,46520.3,0,1,29.65203,Low
1042,1,45901.35,0,1,29.590135,Low
2694,1,45775.46,0,1,29.577545999999998,Low
3728,1,45753.22,0,1,29.575322,Low
1275,1,45635.22,0,1,29.563522,Low
3334,1,45473.36,0,1,29.547336,Low
3428,2,45425.83,0,1,29.542583,Low
2884,1,45095.33,0,1,29.509533,Low
1809,1,44768.66,0,1,29.476866,Low
3058,1,44560.01,0,1,29.456001,Low
4477,1,44437.48,0,1,29.443748,Low
4825,1,44420.44,0,1,29.442044,Low
1520,1,43548.98,0,1,29.354898,Low
1008,1,43519.71,0,1,29.351971,Low
4463,1,43465.55,0,1,29.346555000000002,Low
4204,1,42956.94,0,1,29.295694,Low
1908,1,42811.82,0,1,29.281182,Low
4218,1,42810.74,0,1,29.281074,Low
4924,1,42778.97,0,1,29.277897,Low
1502,1,42525.2,0,1,29.25252,Low
3036,1,42422.49,0,1,29.242249,Low
2812,1,42302.02,0,1,29.230202,Low
2136,1,42251.75,0,1,29.225175,Low
3616,1,42212.94,0,1,29.221294,Low
4372,1,42109.13,0,1,29.210912999999998,Low
2937,1,42066.12,0,1,29.206612,Low
2260,1,42025.0,0,1,29.2025,Low
2151,1,41232.64,0,1,29.123264,Low
2888,1,41207.76,0,1,29.120776,Low
1389,1,41082.19,0,1,29.108219,Low
4982,1,40687.39,0,1,29.068739,Low
3527,1,40260.46,0,1,29.026046,Low
4245,1,40138.6,0,1,29.01386,Low
1823,1,40058.74,0,1,29.005874,Low
3840,1,40052.9,0,1,29.005290000000002,Low
2896,1,39972.04,0,1,28.997204,Low
2780,1,39294.02,0,1,28.929402,Low
1534,1,39291.56,0,1,28.929156,Low
3783,1,39271.28,0,1,28.927128,Low
4323,1,39078.92,0,1,28.907892,Low
3780,1,39075.63,0,1,28.907563,Low
3248,2,39000.04,0,1,28.900004,Low
1125,1,38932.62,0,1,28.893262,Low
2906,1,38869.78,0,1,28.886978,Low
2663,1,38752.47,0,1,28.875247,Low
4766,1,38552.77,0,1,28.855277,Low
1943,1,38468.51,0,1,28.846851,Low
4737,1,38435.85,0,1,28.843585,Low
2438,1,38283.76,0,1,28.828376,Low
3106,1,38280.27,0,1,28.828027,Low
3046,1,37692.49,0,1,28.769249,Low
3944,1,37530.53,0,1,28.753053,Low
4656,1,37513.26,0,1,28.751326,Low
4461,1,37335.52,0,1,28.733552,Low
4470,1,37224.08,0,1,28.722408,Low
1500,1,37055.95,0,1,28.705595,Low
3261,1,36944.42,0,1,28.694442,Low
1846,1,36769.05,0,1,28.676905,Low
4905,1,36550.76,0,1,28.655076,Low
4229,1,36537.66,0,1,28.653766,Low
3915,1,36454.49,0,1,28.645449,Low
1360,1,36186.73,0,1,28.618673,Low
1323,1,36112.75,0,1,28.611275,Low
3371,1,35902.82,0,1,28.590282,Low
1498,1,35879.73,0,1,28.587973,Low
3030,1,35787.48,0,1,28.578748,Low
4709,1,35766.29,0,1,28.576629,Low
4239,1,35668.68,0,1,28.566868,Low
1131,1,35591.55,0,1,28.559155,Low
3541,1,35383.61,0,1,28.538361000000002,Low
3648,1,35241.52,0,1,28.524152,Low
3848,1,35081.05,0,1,28.508105,Low
1109,1,35056.03,0,1,28.505603,Low
2390,1,34766.26,0,1,28.476626,Low
4572,1,34592.27,0,1,28.459227,Low
4282,1,34576.24,0,1,28.457624,Low
1802,1,34470.21,0,1,28.447021,Low
3776,1,34433.68,0,1,28.443368,Low
3613,1,34078.57,0,1,28.407857,Low
3113,1,33987.98,0,1,28.398798,Low
2647,1,33973.53,0,1,28.397353,Low
3318,1,33916.21,0,1,28.391621,Low
4717,1,33457.48,0,1,28.345748,Low
2066,1,33428.46,0,1,28.342846,Low
3007,1,33135.84,0,1,28.313584,Low
3078,1,33039.46,0,1,28.303946,Low
2205,1,32903.89,0,1,28.290389,Low
2704,1,32860.37,0,1,28.286037,Low
4219,1,32681.02,0,1,28.268102,Low
4259,1,32289.85,0,1,28.228985,Low
1188,1,32048.53,0,1,28.204853,Low
3393,1,31682.11,0,1,28.168211,Low
3417,1,31072.18,0,1,28.107218,Low
2008,1,30997.17,0,1,28.099717,Low
3418,1,30872.85,0,1,28.087285,Low
4124,1,30550.69,0,1,28.055069,Low
3270,2,56833.770000000004,0,0,5.683377,Low
4348,2,53709.22,0,0,5.370922,Low
1938,2,52487.82,0,0,5.248782,Low
4700,2,51851.47,0,0,5.185147,Low
1522,2,49139.33,0,0,4.913933,Low
4476,2,46277.990000000005,0,0,4.627799,Low
1805,2,45967.91,0,0,4.5967910000000005,Low
4195,2,45401.67,0,0,4.540166999999999,Low
2660,2,41194.729999999996,0,0,4.119472999999999,Low
1639,2,41157.54,0,0,4.115754,Low
1542,2,38651.94,0,0,3.8651940000000002,Low
4674,2,37424.8,0,0,3.7424800000000005,Low
2664,3,37327.5,0,0,3.73275,Low
4796,2,32455.68,0,0,3.245568,Low
1670,1,29922.89,0,0,2.992289,Low
4007,1,29915.6,0,0,2.9915599999999998,Low
4570,1,29898.96,0,0,2.989896,Low
2638,1,29599.08,0,0,2.959908,Low
4623,1,29523.37,0,0,2.952337,Low
2026,1,29390.68,0,0,2.9390680000000002,Low
2043,1,29350.72,0,0,2.935072,Low
2777,1,29218.84,0,0,2.921884,Low
3301,1,29072.33,0,0,2.907233,Low
2415,1,29051.88,0,0,2.905188,Low
3006,1,28951.19,0,0,2.8951189999999998,Low
4159,1,28913.44,0,0,2.8913439999999997,Low
2968,1,28787.36,0,0,2.878736,Low
3701,1,28746.73,0,0,2.874673,Low
1456,1,28721.56,0,0,2.872156,Low
4631,1,28650.79,0,0,2.865079,Low
3156,1,28631.98,0,0,2.863198,Low
3618,1,28459.33,0,0,2.845933,Low
2391,1,28389.41,0,0,2.838941,Low
1156,1,28267.4,0,0,2.82674,Low
3843,1,28175.29,0,0,2.817529,Low
2112,1,27615.25,0,0,2.761525,Low
4820,1,27446.55,0,0,2.744655,Low
1866,1,27440.28,0,0,2.7440279999999997,Low
3167,1,27268.59,0,0,2.726859,Low
3154,1,26963.21,0,0,2.6963209999999997,Low
1347,1,26941.47,0,0,2.694147,Low
2076,1,26931.11,0,0,2.693111,Low
3856,2,26745.94,0,0,2.674594,Low
2703,1,26724.45,0,0,2.672445,Low
2092,1,26616.99,0,0,2.661699,Low
4585,1,26490.76,0,0,2.649076,Low
2176,1,26475.73,0,0,2.647573,Low
4886,1,26461.32,0,0,2.646132,Low
4590,1,26445.43,0,0,2.644543,Low
1437,1,26436.27,0,0,2.643627,Low
3421,1,26382.1,0,0,2.63821,Low
3512,1,26359.12,0,0,2.635912,Low
2956,1,26357.07,0,0,2.635707,Low
2120,1,26283.1,0,0,2.62831,Low
1922,1,26270.69,0,0,2.6270689999999997,Low
1217,1,26228.92,0,0,2.622892,Low
4977,1,26058.66,0,0,2.605866,Low
3981,1,26014.55,0,0,2.601455,Low
4759,1,25905.51,0,0,2.590551,Low
2853,1,25877.01,0,0,2.587701,Low
2871,1,25802.56,0,0,2.5802560000000003,Low
1420,1,25654.92,0,0,2.565492,Low
3939,1,25553.96,0,0,2.555396,Low
1426,1,25283.22,0,0,2.528322,Low
4509,2,25269.24,0,0,2.526924,Low
4344,1,25170.57,0,0,2.517057,Low
4207,1,25040.07,0,0,2.504007,Low
3209,1,24993.96,0,0,2.499396,Low
2738,1,24766.54,0,0,2.476654,Low
1077,1,24691.83,0,0,2.469183,Low
1484,1,24654.3,0,0,2.46543,Low
1408,1,24502.86,0,0,2.450286,Low
2817,1,24436.0,0,0,2.4436,Low
2342,1,24435.01,0,0,2.443501,Low
1482,1,24394.34,0,0,2.439434,Low
2201,1,24359.13,0,0,2.435913,Low
1884,1,24350.89,0,0,2.435089,Low
1741,1,24189.23,0,0,2.418923,Low
2736,1,24109.34,0,0,2.410934,Low
4681,1,24090.86,0,0,2.409086,Low
3362,1,24023.77,0,0,2.402377,Low
2118,1,23831.47,0,0,2.383147,Low
4179,1,23740.53,0,0,2.374053,Low
